mention_id;mention_text;doc_id;sentence_id;begin_index;end_index
M1178   ;sweet angel ” Just Wan na implore “ shine light me. ” nothing be darker;A137;O101    ;4;14
M1179   ;be almost end record story mad dream man stick car second time come home find daughter – have young daughter nowhere be really make forget record be work parent – watch television;A137;O102    ;1;31
M1180   ;now be abuse be violence death – outrage narrator be loss say;A137;O103    ;1;11
M1181   ;“ say ’ re happy now ” – be song involve generation;A137;O104    ;0;11
M1182   ;know grandpa be say ’ s say ’ t find believe it- s string section freeze word ice. ” be ask little girl tell s heaven people go somewhere otherwise be see;A137;O105    ;1;31
M1183   ;freeze string descend mild discordance again settle;A137;O106    ;1;6
M1184   ;turn u answer “ So do tell ’ s true;A137;O107    ;1;9
M1185   ;s place tell painful crack bone – ’ t tell story;A137;O108    ;3;10
M1186   ;key line be “ make men do do ” say tale Then story be head conclusion along fundamental problem be not simply question men do do question constitute evil;A137;O109    ;1;28
M1187   ;say mess don ’ t get better ’ s gon come day gon get kill there ” grow mile apart other;A137;O11     ;2;20
M1188   ;close vocal section song be truly terrify timpani roll camera pull back ’ m look father son ” end credit be roll ’ m look mother daughter then string become atonal again thud timpani heartbeat sing “ ’ m watch tear pain/And ’ m watch suffer/DON ’ then sing chorus again time ’ s ask desperate be convince ’ s true redemption exist somewhere;A137;O110    ;2;63
M1189   ;orchestra play be musical “ t flourish song record decade be lay rest;A137;O111    ;1;12
M1190   ;be nothing leave save silence;A137;O112    ;1;4
M1191   ;question be not just record ever get number mean greater term;A137;O113    ;1;10
M1192   ;close sixty ’ t Want ” saw seventy “ Was Only now be nearly do eighty way epitaph;A137;O114    ;1;17
M1193   ;s particular tale ’ s key song – there be sense greater more horrific truth be reveal revelation be perhaps last thing need be do seem have happen book title go plain sight;A137;O115    ;7;32
M1194   ;Here be end decade number album have nearly all be problem face men woman and/or lover communicate other end intent purpose notion be medium be true evil declaration intent somebody wa thirty-eight year old – ha live Then know whole story;A137;O116    ;0;40
M1195   ;story pop rock music only really concern alert very young audience adult world;A137;O117    ;1;12
M1196   ;era prove be Descendants have rotten core;A137;O118    ;1;6
M1197   ;realise have be so keen get wife kid glance long highway retort “ well do think leave first place ” – anywhere s far far away evil people country rot very own deeply pervert tradition;A137;O119    ;2;34
M1198   ;use be old grind still exist;A137;O12     ;2;5
M1199   ;yet be still hope;A137;O120    ;1;3
M1200   ;half-Scottish pointedly call best song “ Is many still view road Budapest road maybe signify major turnaround people be prepare act towards fellow human;A137;O121    ;1;23
M1201   ;Perhaps corporate medium s bluff ha be fatally call get away television newspaper internet realise still make own decision world operate;A137;O122    ;0;20
M1202   ;away neoliberal gaffa tape ’ ll find ordinary generous welcome people beneath;A137;O123    ;1;11
M1203   ;cover album clearly demonstrate world doe n't have be compact profitable garbage spend car even darkest corner always lurk rainbow;A137;O124    ;3;19
M1204   ;ha way just walk up punch face;A137;O125    ;4;6
M1205   ;manager have little time other become painfully apparent surprisingly only briefly replace manager;A137;O13     ;1;12
M1206   ;wa keen quick get away first instance player never neglect root;A137;O14     ;1;10
M1207   ;be certain be have frequently spend time now-defunct establishment wa just road indeed wa meet wife frequently retreat discussion sidekick;A137;O15     ;1;19
M1208   ;establishment wa s parlour;A137;O16     ;1;3
M1209   ;“ promise get ’ s ’ s s wa somehow end;A137;O17     ;0;10
M1210   ;start ice cream business essentially factory cafe later be follow numerous other cafe north-east wa kill ship take wa torpedo;A137;O18     ;1;19
M1211   ;brother take over expand family business;A137;O19     ;3;5
M1214   ;young recall have work father ’ s coffee bar counter wash dish;A137;O21     ;1;11
M1215   ;Gradually become disillusion way live eventually opt pursue career music;A137;O22     ;0;9
M1216   ;rift develop father live almost end appear never have be reconciliation;A137;O23     ;1;10
M1217   ;“ ’ re happy now tell ’ s so wa last single;A137;O24     ;0;11
M1218   ;come late same week “ others;A137;O25     ;1;5
M1219   ;wa only single album radio much rather have forget not know ever exist;A137;O26     ;1;12
M1220   ;haven ’ t speak much here never have number album ‘ most “ American ” record come very close maybe also didn ’ t quite avoid become critically acclaim album act least most have not want become first place;A137;O27     ;1;38
M1221   ;least not wa there;A137;O28     ;1;3
M1222   ;year go be just new recruit try work way back have ever want do have know more have mean man have originally form group recruit;A137;O29     ;6;24
M1223   ;leave manage team fifteen year previously never recapture former success other team later manage;A137;O3      ;1;13
M1224   ;hardly ever hear hear “ be s greatest most forsake moment;A137;O30     ;1;10
M1276   ;teach play;A137;O78     ;1;1
M1225   ;Always best lose alone confuse – start diatribe record company end question art motive Man demonstrate someone live grow somewhere not realise too late know nothing own home Is be romantic response “ – song begin midtempo dub rhythm slowly join loop child s voice cloud synthesiser;A137;O31     ;0;46
M1226   ;then angrily barge voice exhaust s end “ grim guitar sing be riot extermination process “ Are howl do somebody harm ” woman grab coldly arm declare “ IS chorus follow title echo huge football crowd;A137;O32     ;1;35
M1227   ;be;A137;O33     ;1;0
M1228   ;then mus wretched lot soldier just ordinary worker win t go carrot/They beat pole ”;A137;O34     ;1;14
M1229   ;steady decline continue;A137;O35     ;1;2
M1230   ;“ get motorcycle jacket ’ m walk time ’ m go ’ m go walk walk ” anticipate outdo aimless pointlessness “ rebellion ” punk have result little more “ die creed ”;A137;O36     ;0;32
M1231   ;Then mood get violent again be race riot have end start be people think “ ” mean;A137;O37     ;0;16
M1232   ;– then British beat head own baton shoulder say well s way be IS land illegal dance decade ahead rave perhaps just more placid baton;A137;O38     ;0;24
M1233   ;newspaper be read/Who dare protest ” ask rhetorically;A137;O39     ;2;7
M1234   ;Gigantic question mark mainly centre financial matter fair play ensure become figure conveniently forget football establishment leave corner sight purposely neglect;A137;O4      ;0;20
M1235   ;Then everything fall dy away blunt guitar grind punk riff REMEMBER;A137;O40     ;0;10
M1236   ;– seemingly forever alone planet;A137;O41     ;0;4
M1237   ;music discreetly fade guitar exhaust stop give feedback weep country fruitless culture;A137;O42     ;1;11
M1238   ;be mess exhilarate mess punk have once promise be open ” arsenal beatboxes sample band have be word here ring page be “ know once there wa freedom/You know dangerous be ” be surprise follow year approach fuse put sometimes fantastic essentially Clash-in-exile album “ still sound last song ’ d ever hear;A137;O43     ;4;52
M1239   ;record however ’ s only penultimate number eighty close decade – begin different use find sound be ominous drone middleground;A137;O44     ;1;19
M1240   ;distance hear ghostly piano pick nursery song five-year-old piano student home piano Ministeps tutorial book black-and-white television other side same room blue light theme song fear closer there be scatter voice radio scan come world be fatal total pile-up wa leave world vague reminder humanity once aspire;A137;O45     ;2;46
M1241   ;also enter deep curve delta guitar drone win t go away;A137;O46     ;2;10
M1242   ;be motorway orbit doe not enter twenty-five-mile radius;A137;O47     ;1;7
M1243   ;Travelling city train direction appearance be welcome signifier indicate traveller be almost home;A137;O48     ;0;12
M1244   ;thing be never learn ha always be parsimonious so many thing become destructive;A137;O49     ;2;12
M1245   ;s finish third win;A137;O5      ;8;3
M1246   ;fifty have giant refrigerator comic book rock roll continue allow be punish ration book lecture;A137;O50     ;1;14
M1247   ;be be fatally island ha always felt unworthy think doe not deserve receive yet fiercely protect interest have receive far far more deserve;A137;O51     ;1;22
M1248   ;wa never;A137;O52     ;1;1
M1249   ;ha long unbroken highway here be higgledy-piggledy thing forever wind around narrow protect interest landowner privilege date back time agrarian enclosure;A137;O53     ;1;20
M1250   ;be north be therefore cold damp most time;A137;O54     ;1;7
M1251   ;Most importantly not not plan ahead;A137;O55     ;0;5
M1252   ;reason get road be such arduous task be road-widening wa reject vest interest nineteenth century prefer road have be build accommodate horse-drawn Victorian carriage;A137;O56     ;1;23
M1253   ;do not suppose anybody involve plan have be operation year indeed wa open have remotest notion highway rapidly be fill motorist keen avoid;A137;O57     ;2;22
M1254   ;motorist probably also harbour dream get away cruise down long unbroken highway invariably think ’ s always other motorist fault;A137;O58     ;1;19
M1255   ;narrator here ha not quite break instead be sit still gridlock;A137;O59     ;2;10
M1256   ;also reach semi-final year ’ s;A137;O6      ;1;5
M1257   ;see woman distance;A137;O60     ;1;2
M1258   ;slowly come car bend down speak driver fearful pressure paralyse shadow. ask “ be do here ” explain – call “ ” implication be ghost “ fear ha turn grave ” – ha “ come valley rich ” sell;A137;O61     ;1;38
M1259   ;sadly tell fact be road;A137;O62     ;2;4
M1260   ;woman grab arm “ Is be not be;A137;O63     ;2;7
M1261   ;– then woman ’ s identity be more ambiguous;A137;O64     ;0;8
M1262   ;theoretically be gloat note s actual mother die;A137;O65     ;2;7
M1263   ;way announce song album s name make feel last song anybody hear;A137;O66     ;2;11
M1264   ;s drum kick song start proper;A137;O67     ;3;5
M1265   ;trick become evident listen make point make sure listener doesn t miss hear ha say namely music superficially sound hi-fi/car-friendly be uniform enemy turn back;A137;O68     ;1;24
M1266   ;“ ’ m streetlight light joy know Scared belief way shadow night come dimension terror;A137;O69     ;0;14
M1267   ;opponent be;A137;O7      ;1;1
M1268   ;prowl know scar wa dead scar yet not too scar prowl. “ pervert fear violence smile face ’ re really not too far away here “ Is be;A137;O70     ;2;27
M1269   ;indeed useless credit jam road;A137;O71     ;1;4
M1270   ;“ Look world take good look come down here learn lesson fast learn well ” second part predicate anything ’ s s ” year later;A137;O72     ;0;24
M1271   ;Possibly most depress thing latter song be painfully accurate prediction have turn be – give indeed;A137;O73     ;0;15
M1272   ;don ’ t know ever hear do know before go solo play band call;A137;O74     ;1;13
M1273   ;“ ain t upwardly mobile freeway IS guitar play scream jag line have much more do;A137;O75     ;0;15
M1274   ;Always album guitar sound though insurmountable pain;A137;O76     ;0;6
M1275   ;do not actually buy guitar wa early twenty late time start;A137;O77     ;4;10
M1277   ;influence parent opera light classical record musician main influence come blue notably contemporary guitarist admire include;A137;O79     ;1;15
M1278   ;lose replay;A137;O8      ;2;1
M1279   ;be vote Melody poll have already be sign solo artist year label s head have wait “ Think ’ s ” become hit;A137;O80     ;4;22
M1280   ;miss chart entirely first release only scrap Top reissue wasn ’ t hit cover same song really begin pay attention s music;A137;O81     ;3;21
M1281   ;spend much eighty steadily build profile particularly Continent wa huge star long breakthrough;A137;O82     ;1;12
M1282   ;Given however whenever hit big felt conform other people expect be surprise follow serious illness early resolve revert kind music want make ha re-established highly respect blue performer continue record tour great success;A137;O83     ;0;32
M1283   ;come home work young daughter be cry something ’ ve show news;A137;O84     ;1;11
M1284   ;be outrage – “ ain ’ t even dinner time;A137;O85     ;1;9
M1285   ;“ s wrong;A137;O86     ;2;2
M1286   ;don ’ t have show stuff/Can t show u;A137;O87     ;4;8
M1287   ;” threaten wish be here ” s;A137;O88     ;1;6
M1288   ;conclude chillingly be evil – warp twist medium ready make child cry nation collapse give bad idea here;A137;O89     ;1;17
M1289   ;replay wa necessary original match have be abandon minute play;A137;O9      ;1;9
M1290   ;“ Looking grind agonise minute twenty second family have come down valley shadow death;A137;O90     ;0;13
M1291   ;seek fortune – seem song progress real mission become clearer s little child /looking s farm ” be actually here exact revenge ’ t leave u die time ‘ ’ re door ” 2008-10 wa erroneously state newspaper have donate large sum money have be long-time Conservative supporter;A137;O91     ;1;47
M1292   ;newspaper have do wa confuse businessman be mechanical seal manufacturer have indeed donate money;A137;O92     ;2;13
M1293   ;note strong work ethic come grow Italian family – know be also aware one have make record be Conservative;A137;O93     ;2;18
M1294   ;Instead album sleeve acknowledge governments. value personal freedom drive particular however be perhaps best view record rueful reflection disappoint small-c conservative much vein disappoint literary socialist;A137;O94     ;0;25
M1295   ;succeed find refuge grow storm love light pierce darkness;A137;O95     ;10;8
M1296   ;time Just Wan na ” however need be turn obsession;A137;O96     ;2;9
M1297   ;“ just wan na be reiterate “ ’ final curtain fall alternative “ know ing ] nothing all. know there ’ s price pay do do ” cryptically admit be deterrence do;A137;O97     ;0;31
M1298   ;“ ’ s Always be sardonic rejoinder talk time get away make break rat race heart know ’ ll stay right be gamble golden bridge just corner always more thing do. ” finally there be realisation be escape voluntary self-imprisonment;A137;O98     ;0;39
M1299   ;“ money junkie fade away remark perhaps aware too opt hang;A137;O99     ;0;10
M1300   ;highlight Russian military move continue escalate arrival fighter jet defense minister say recent Russian military buildup be defensive nature constructive conversation agree further discus mechanism deconfliction say statement ally continue military operation;A138;O1      ;1;31
M1301   ;conversation seem differ somewhat earlier call week senior Russian official;A138;O10     ;1;9
M1302   ;say have speak Russian wa tell Russian movement be be focus battle;A138;O11     ;8;11
M1303   ;'m not take face value look type airplane type munition so forth obviously raise much more serious question be happen tell reporter;A138;O12     ;2;21
M1304   ;Traveling say destruction remain top priority administration wa also commit find political settlement respect believe not be achieve long term presence;A138;O13     ;0;20
M1305   ;call be first defense official suspend military conversation wake annexation involvement inside;A138;O14     ;1;11
M1306   ;READ become political punch bag race call counterpart maintain communication do not signal new phase relationship high-level contact Russian military other matter still remain hold;A138;O15     ;0;24
M1307   ;Officials say call wa initiate request Russian government raise question imminent Russian military action be;A138;O16     ;0;14
M1308   ;official tell Russian jet have arrive;A138;O17     ;2;5
M1309   ;be unclear aircraft eventually be use;A138;O18     ;1;5
M1310   ;Prior development have observe Russian military helicopter airbase be beef see tank mobile artillery armor vehicle nation;A138;O19     ;0;16
M1311   ;tell recent Russian military buildup be defensive nature aim support Russian obligation regime Syrian al-Assad senior official tell reporter;A138;O2      ;1;18
M1312   ;defense official do not rule future discussion official Russian support mission even oppose support;A138;O20     ;1;13
M1401   ;say investigation be murder case woman child;A143;O14     ;3;6
M1313   ;be unclear next step U.S.-Russian military relationship be official say further talk be aim try avoid misunderstand relationship;A138;O21     ;2;17
M1314   ;be begin conversation official say;A138;O22     ;2;4
M1315   ;policy be close ally leave office order resolve years-long civil war official have warily watch military support Syrian regime;A138;O3      ;2;18
M1316   ;However aircraft also operate country root be important power coordinate military presence avoid accidental encounter;A138;O4      ;0;14
M1317   ;intelligence official call Russian buildup significant say represent first major expeditionary force deployment former Soviet space ha undertake war;A138;O5      ;1;18
M1318   ;Reports indicate military buildup consist combat aircraft be capable strike grind target close air support intercept aircraft small number main battle tank armor personnel carrier transport troop battlefield;A138;O6      ;0;27
M1319   ;ultimate intention be unclear initial sign suggest focus provide air support Syrian force humanitarian relief operation;A138;O7      ;2;15
M1320   ;also expect send small presence grind force support operation;A138;O8      ;2;8
M1321   ;intelligence official add challenge be maintain presence grind require robust force come direct combat various force region;A138;O9      ;1;16
M1322   ;Users customer abandon virtual sale due fall social network;A139;O1      ;0;8
M1323   ;fall point stock buy decline record fresh 52-week low nervousness interest rate hike 24-hour power supply village be celebrate year house have electricity sa factor weigh Indian market expert be view be possibility slip go hit ne keen strengthen partnership today say be keen further strengthen partnership ha double investment count founder Making legend wa really come own apply intellect solve real world problem use read more offer cr 's acche din senior faculty » see le aloof more engage party affair hit back set crore sale target fiscal sell good worth cr fiscal nobody be even half company hea Indian engineer startup skyTran get investment chairman skyTran have network computer control levitate 'jet-like vehicle transport passenger abo ten midcap stock investor look now index ha rally cent last year compare cent fall see t founder Making legend wa really come own apply intellect solve real world problem use look opaque benefit market Shares slide job data share slide fourth weekly loss last boost supportive-sounding European fall pt stock buy decline record fresh 52-week low nervousness interest rate hike work create conducive biz environment say be very critical employment policy take centre stage development goal gr Nearly lakh a/c holder avail overdraft More crore have be mobilise crore debit | 25201.90↓-562.88NIFTY 7655.05↓-167.95USD/INR 60.16↓-0.18GOLD;A14 ;O1      ;16;212
M1324   ;end pt down see biggest weekly loss equity benchmark slump point cent hit new 52-week low cap surge acquisition worth share climb % morning trade company say UK-based subsidiary acquire % missile sink aircraft carrier iPhone rumour do roundsWhat be drive migrant European country thing know more slideshowsFROM seek rate cut say fit face global tumult ha weigh side rate cut say there be room moderation interest rate i outsource work Chinese live separate colony city be see interact local population money law Beneficiaries overseas discretionary trust face enquiry income-tax department expect beneficiary undisclosed offshore trust come clean declare bl set buy American business People close transaction say buy wholly own subsidiary search engine conglomerate scout invest Indian startup be most popular search engine;A14 ;O2      ;2;123
M1325   ;company be list ha market cap bn;A14 ;O3      ;1;6
M1326   ;Fosun be MORE LINKS Gainers|Losers|Movers|Only weekly round-up top news view mutual fund industry;A14 ;O4      ;0;12
M1327   ;Markets Watch stock currency bond money real estate market latest investment option inbox;A14 ;O5      ;0;12
M1328   ;news personal finance stock property gold tax plan more;A14 ;O6      ;2;8
M1329   ;see blog http //ambedkaractions.blogspot.in/ http //palashscape.blogspot.in/ free request forward newsletter list friend;A14 ;O7      ;7;11
M1330   ;police shoot dead morning suspect shoot have be describe men white black enforcement scour area officer body wa find do not find men search suspect continue overnight early morning small northern community mourn popular veteran police officer wa fatally shoot duty authority scour area overnight search men want slay;A140;O1      ;11;48
M1331   ;Authorities say radio morning tell dispatcher wa chase men foot;A140;O10     ;0;9
M1332   ;Communication wa lose soon;A140;O11     ;0;3
M1333   ;backup arrive shortly thereafter find injure gunshot wind say;A140;O12     ;1;8
M1334   ;die injury say;A140;O13     ;1;2
M1335   ;emotional describe slay officer personal friend three-decade member department father son;A140;O14     ;1;10
M1336   ;'We lose family member say 52-year-old officer know town 'GI;A140;O15     ;0;9
M1337   ;commitment people community ha be unmatched be dearly miss;A140;O16     ;1;8
M1338   ;area border area be popular boat other outdoor pursuit forest preserve chain lake partly encircle;A140;O17     ;1;14
M1339   ;longtime city dweller move region be normally quieter lifestyle;A140;O18     ;1;8
M1340   ;Authorities urge resident area stay home conduct search men white other black aid canine helicopter;A140;O19     ;0;14
M1341   ;Helicopters be aid officer early manhunt village suspect fatal shoot stretch second day sheriff office spokesman say;A140;O2      ;0;16
M1342   ;service local commuter train wa halt resident want take dog relieve be tell stay home — job walk pet handle police officer;A140;O20     ;1;21
M1343   ;manhunt be underway suburb police officer wa reportedly shoot dead routine patrol;A140;O21     ;1;11
M1344   ;Heavily arm officer prepare head search suspect men be see town try hunt suspicious men arm suspect white black be large follow shoot area;A140;O22     ;0;23
M1345   ;Hundreds member law enforcement have be send area join search sniper lookout stand top roof search men follow kill officer;A140;O23     ;0;19
M1346   ;Reports suggest wa 32-year veteran department police helicopter be deploy search launch officer wa kill morning patrol police helicopter patrol swampy area sniper perch top roof search area;A140;O24     ;0;27
M1402   ;Investigations be dismiss anticipatory bail plea dismiss former law minister anticipatory bail plea domestic violence case file wife India-Irish bilateral tie expect reach greater height visit ha say bilateral relation be expect reach greater height visit;A143;O15     ;1;35
M1403   ;key component Indo-US relation say energy key strategic component bilateral relationship;A143;O2      ;4;10
M1347   ;ha also establish two-mile no-fly zone helicopter hover close grind cause grass fly arm officer hold position set train track law enforcement member eye leave heavily-armed officer walk grass search arm suspect shoot police officer enforcement member helicopter scan tree line suspect flee scene wake shoot helicopter involve huge manhunt touch down field next set train track spotter be station various rooftop area bid find escape gunman be see leave house search area afternoon;A140;O25     ;2;73
M1348   ;be lock fear arm suspect policewoman walk many block road area surround shoot heavy weapon be see get ready flush suspect have not be see kill image member search sit railway line helicopter fly overhead dog unit wa hunter be operate be mile north heavily-armed officer join search suspect heavily-wooded marshy area unit arrive scene;A140;O26     ;1;54
M1349   ;area ha be place lock commuter train go community have be suspend be spot railway track search area;A140;O27     ;1;17
M1350   ;shoot wa main highway connect outer suburb officer wa shoot normally peaceful community around mile north officer gather search suspect police officer wa shoot dead cop point area field patrol car Several school be place lockdown precaution accord;A140;O28     ;1;37
M1351   ;area school cancel class say;A140;O29     ;5;4
M1352   ;Authorities state region pour village mile north shoot morning wear tactical gear tot high-powered rifle;A140;O3      ;0;14
M1353   ;death be third law enforcement fatality year accord;A140;O30     ;2;7
M1354   ;say firearms-related death be down percent year compare same period last year be last year year;A140;O31     ;1;15
M1355   ;resident express own sorrow death immensely popular;A140;O32     ;4;6
M1356   ;particular officer be pillar community definitely go be miss touch so many life say 40-year-old teacher life community;A140;O33     ;1;17
M1357   ;Dozens gather hour street village show support law enforcement officer;A140;O34     ;0;9
M1358   ;Thirty-year-old hold sign say Lives;A140;O35     ;0;4
M1359   ;life couple mile away say officer come even thank crowd;A140;O36     ;1;9
M1360   ;22-year-old student say felt compel come other recent police shooting;A140;O37     ;4;9
M1361   ;hold sign say;A140;O38     ;1;2
M1362   ;agency team police dog assist search suspect spokesman;A140;O4      ;1;7
M1363   ;say;A140;O5      ;2;0
M1364   ;search men allegedly shoot dead police officer continue night;A140;O6      ;1;8
M1365   ;police helicopter search light scour area men disappear Authorities state region pour village mile north shoot morning police officer victim ha be identify volunteer www.opperationofficerdown.org demonstrate support police shoot officer hold sign police continue search suspect shoot police officer wa shoot kill pursue group suspicious men Officers be see take position rooftop railroad track terrain rifle scope binoculars;A140;O7      ;2;57
M1366   ;Others lean helicopter weapon ready;A140;O8      ;0;4
M1367   ;Residents be urge stay indoors school be put lockdown;A140;O9      ;0;8
M1368   ;APT be offer saving new brochure;A141;O1      ;0;5
M1369   ;APT be offer saving new brochure;A141;O2      ;0;5
M1370   ;example book 11-day tour receive air credit couple;A141;O3      ;1;7
M1371   ;trip explore track go most northerly point Australian mainland well give full-day behind-the-scenes access;A141;O4      ;1;13
M1372   ;price be person twin share;A141;O5      ;1;4
M1373   ;Book be eligible air credit offer;A141;O6      ;0;5
M1374   ;Phone;A141;O7      ;0;0
M1375   ;See story first appear;A141;O8      ;0;3
M1376   ;star ha say be happy live life single woman;A142;O1      ;1;8
M1377   ;’ ll become actor child be college. ’ think ‘ ’ re live dream mine ’ course woman stay home raise child – wa way wa – wa Is be ”;A142;O10     ;1;30
M1378   ;Magazine/PA say land role open so many door philosophy idea ”;A142;O11     ;0;10
M1379   ;u – be unemployed actor happen get job job wa;A142;O12     ;3;9
M1380   ;have idea wa go be successful be here be try best ’ ” co-star famous play die;A142;O13     ;1;16
M1381   ;“ laugh day say;A142;O14     ;0;3
M1382   ;“ day wa different funny;A142;O15     ;0;4
M1383   ;wa bear entertainer;A142;O16     ;1;2
M1384   ;wa just magic happen u;A142;O17     ;1;4
M1385   ;know meet someone feel ’ ve know forever;A142;O18     ;1;7
M1386   ;’ s wa like. article Read full article;A142;O19     ;1;7
M1387   ;tell;A142;O2      ;1;0
M1388   ;out now;A142;O20     ;0;1
M1389   ;magazine “ lot woman be content own don t want partner;A142;O3      ;0;10
M1390   ;want freedom;A142;O4      ;1;1
M1391   ;love flirt doesn ’ t mean ’ re go bring person home have sleepover. ”;A142;O5      ;2;14
M1392   ;Magazine/PA also speak previous marriage year art director struggle live dream be actress;A142;O6      ;0;12
M1393   ;“ don ’ t word abusive wa just live life know live ” say;A142;O7      ;0;13
M1394   ;“ wa creative guy part dream wa want be cowboy run ranch horse so child be little move out here house design build together have horse chicken;A142;O8      ;0;26
M1395   ;“ Then announce want live dream answer wa;A142;O9      ;0;7
M1396   ;cusp transformation do business globally say say be undergo massive transformation term do business globally;A143;O1      ;2;14
M1397   ;"";A143;O10     ;0;0
M1398   ;try curtail freedom expression criticise BJP-led implement then take U-turn say rule dispensation be India-US joint effort be define partnership 21st century ha say joint effort make define partnership 21st century;A143;O11     ;0;30
M1399   ;joint effort relationship define natural synergy democracy ha say relationship be define natural synergy democracy easy identification people;A143;O12     ;2;17
M1400   ;pay homage undisputed champion pay tribute describe late chief 'undisputed heavyweight champion Indian cricket team ask advise cooperate investigation chairperson ask advise cooperate police investigation have be more up-front case say leader question have decide not pursue domestic violence case leader probe murder case say;A143;O13     ;3;44
M1404   ;be leave two-nation trip tomorrow leave two-nation tour morning;A143;O3      ;2;8
M1405   ;arrive tomorrow hold ask explain controversial statement say have ask president explain party position controversial statement make actor-turned-BJP conduct conduct two-day 'Global here begin tomorrow;A143;O4      ;4;24
M1406   ;chair event first day write say ready walk extra mile write letter seek help resolve issue;A143;O5      ;7;15
M1407   ;letter refute news report allege award contract tender ha emphatically deny news report issue contract tender;A143;O6      ;2;15
M1408   ;state be grave factual demand probe mysterious killing chairman demand probe mysterious killing;A143;O7      ;1;12
M1409   ;People want know be sanction partnership higher education give approval sign minor amendment earlier memorandum expand operation city Home;A143;O8      ;1;18
M1410   ;fast-growing Non-Banking aim drive credit penetration offer stay summon issue inflammatory speech stay summon issue court allegedly make inflammatory speech general election;A143;O9      ;6;21
M1411   ;heaviest s dad wa lb;A144;O1      ;2;4
M1412   ;sit meal matter ’ d cook be set nice plate perhaps serve tea eat “ ladies. ” grandmother really drill head food be love food be happiness everything ha have smell ” say;A144;O10     ;4;32
M1413   ;“ smell ha aroma—it ’ s go transform world. ” s family move wa leave wa harder stay positive;A144;O11     ;0;18
M1414   ;send recipe card new home;A144;O12     ;3;4
M1415   ;“ grandmother ’ s recipe card save life keep get trouble;A144;O13     ;0;10
M1416   ;week have purpose mission ” say;A144;O14     ;1;5
M1417   ;“ have go home have recipe card have cook sister…and know have take care myself nobody else would. combine teaching cook life be s throw style baker s carefully-measured approach take care own family;A144;O15     ;0;33
M1418   ;memory s healthy swap switch butter applesauce help inspire start nutrition awareness program offer workshop create healthier lifestyle young child adult;A144;O16     ;1;20
M1419   ;food s loom presence formative year s path become nutritionist wasn t exactly direct;A144;O17     ;2;13
M1420   ;go several profession first include act commercial work school drama therapist kid suffer depression low self-esteem;A144;O18     ;1;15
M1421   ;“ work school realize important proper food choice be ” say;A144;O19     ;0;10
M1422   ;try lose weight time—every week engage new diet more successful others nothing stick;A144;O2      ;1;12
M1423   ;“ work kid importance food choice make snack help parent add nutrient-loaded food child s diet get rid sugar preservative artificial additives. However wasn ’ t couple year later dad wa diagnose cancer go back school study nutrition;A144;O20     ;0;37
M1424   ;“ realize help people heal food choice wa true call say;A144;O21     ;0;10
M1425   ;creative yet practical approach bring student guide cook own child well;A144;O22     ;1;10
M1426   ;daughter ’ s first day preschool notice many classmate be eat unhealthy snack;A144;O23     ;2;12
M1427   ;start blog share healthy recipe cook trick start bring treat daughter ’ s classroom show healthy cook taste good;A144;O24     ;1;18
M1428   ;“ daughter go preschool border many kid have never see edamame avocado say;A144;O25     ;0;12
M1429   ;“ make guacamole edamame hummus;A144;O26     ;0;4
M1430   ;teach cook turn thier yucks yums. ” blog gain traction try sell book idea;A144;O27     ;1;13
M1431   ;response receive wa largely “ s not story;A144;O28     ;2;7
M1432   ;want hear family. ” begin write grow up fat dad blog post form basis book;A144;O29     ;1;14
M1433   ;“ corner house wa wall space ” say;A144;O3      ;0;7
M1434   ;wa little hesitant explore relationship father;A144;O30     ;1;5
M1435   ;send chapter ’ d finish write look call process “ nerve-wracking. However father ’ s response read book wa “ ’ ve come long way baby tagline ’ d create;A144;O31     ;1;29
M1436   ;ha find story resonate many ’ s receive letter people world ’ ve have grandmother have parent wrestle extreme diet;A144;O32     ;1;19
M1437   ;“ story be everybody s story be story most important thing be try create good food memory kid be aware message send child ” say;A144;O33     ;0;24
M1438   ;“ love food buy food make food food value doe body;A144;O34     ;0;10
M1439   ;put body be ’ re go live life;A144;O35     ;2;7
M1440   ;’ ve get treat body well. ” learn more visit penguin.com;A144;O36     ;1;10
M1441   ;post appear first;A144;O37     ;1;2
M1442   ;“ wall ] line floor ceiling diet book shirt represent dad s different weight;A144;O4      ;0;13
M1443   ;wa pile nutrition expert cook teacher mom-of-two reflect tumultuous childhood relationship food affect relationship family recent memoir aptly;A144;O5      ;1;17
M1444   ;book describe creative family—her mother sister be actress father work advertise writer creative director responsible iconic slogan such “ always obsess food never healthy way;A144;O6      ;2;24
M1445   ;dad diet then maybe eat entire pizza then switch diet mom prepare either process food nothing;A144;O7      ;1;15
M1446   ;wa s grandmother show prepare correctly food be source joy rather stress;A144;O8      ;1;11
M1447   ;s grandmother people call cook traditional Jewish meal encourage make food art rather temporary sustenance;A144;O9      ;2;14
M1448   ;be scroll s fee not recognize most photo;A145;O1      ;2;7
M1449   ;challenge be just fun;A145;O10     ;2;3
M1450   ;So far manage rack follower;A145;O11     ;0;4
M1451   ;Check work;A145;O12     ;0;1
M1452   ;"";A145;O13     ;0;0
M1453   ;’ s makeup artist ha ability transform celebrity character choice use makeup;A145;O2      ;1;11
M1454   ;Not everyone be artistically gift;A145;O3      ;0;4
